"timesstamp,brightness,motion_pixels,mode,fps"
2026-01-10 06: 30: 10,105.32,15542,DAY,5.0
2026-01-10 06: 30: 10,103.98,27275,DAY,6.16
2026-01-10 06: 30: 10,102.37,12483,DAY,6.15
2026-01-10 06: 30: 10,99.64,13616,DAY,7.55
2026-01-10 06: 30: 11,97.58,16879,DAY,4.54
2026-01-10 06: 30: 11,105.99,27586,DAY,6.73
2026-01-10 06: 30: 11,112.16,15162,DAY,7.56
2026-01-10 06: 30: 11,121.97,21013,DAY,4.18
2026-01-10 06: 30: 11,124.62,6341,DAY,8.09
2026-01-10 06: 30: 12,106.88,20647,DAY,1.51
2026-01-10 06: 30: 13,106.9,1169,DAY,0.92
2026-01-10 06: 30: 13,108.06,2879,DAY,2.6
2026-01-10 06: 30: 14,108.2,389,DAY,4.44
2026-01-10 06: 30: 14,108.25,441,DAY,4.92
2026-01-10 06: 30: 14,108.3,812,DAY,4.08
2026-01-10 06: 30: 14,108.27,1510,DAY,5.52
2026-01-10 06: 30: 15,108.18,1815,DAY,4.46
2026-01-10 06: 30: 15,108.23,2114,DAY,5.04
2026-01-10 06: 30: 15,108.21,1190,DAY,6.05
2026-01-10 06: 30: 15,108.14,231,DAY,11.68
2026-01-10 06: 30: 15,108.14,0,DAY,5.26
2026-01-10 06: 30: 15,108.13,568,DAY,5.1
2026-01-10 06: 30: 16,108.23,798,DAY,5.37
2026-01-10 06: 30: 16,108.33,795,DAY,9.12
2026-01-10 06: 30: 16,108.41,1313,DAY,6.06
2026-01-10 06: 30: 16,108.35,352,DAY,4.62
2026-01-10 06: 30: 16,108.4,2070,DAY,4.7
2026-01-10 06: 30: 16,108.39,494,DAY,5.22
2026-01-10 06: 30: 17,108.45,1379,DAY,5.1
2026-01-10 06: 30: 17,108.49,905,DAY,13.41
2026-01-10 06: 30: 17,108.55,248,DAY,5.43
2026-01-10 06: 30: 17,108.51,1905,DAY,5.18
2026-01-10 06: 30: 17,108.29,1327,DAY,4.97
2026-01-10 06: 30: 17,108.21,2033,DAY,8.6
2026-01-10 06: 30: 18,108.31,3272,DAY,5.2
2026-01-10 06: 30: 18,108.37,1442,DAY,5.42
2026-01-10 06: 30: 18,108.57,1495,DAY,5.37
2026-01-10 06: 30: 18,108.62,1123,DAY,5.37
2026-01-10 06: 30: 18,108.61,340,DAY,10.04
2026-01-10 06: 30: 18,108.62,712,DAY,4.82
2026-01-10 06: 30: 19,108.64,2187,DAY,4.67
2026-01-10 06: 30: 19,108.28,3359,DAY,5.23
2026-01-10 06: 30: 19,108.12,901,DAY,4.85
2026-01-10 06: 30: 19,108.15,976,DAY,6.23
2026-01-10 06: 30: 19,108.23,2087,DAY,5.31
2026-01-10 06: 30: 20,108.36,2017,DAY,8.57
2026-01-10 06: 30: 20,108.35,15,DAY,5.5
2026-01-10 06: 30: 20,108.22,3812,DAY,5.28
2026-01-10 06: 30: 20,108.1,807,DAY,4.38
2026-01-10 06: 30: 20,108.1,2971,DAY,5.61
2026-01-10 06: 30: 21,108.2,406,DAY,5.74
2026-01-10 06: 30: 21,108.3,3292,DAY,6.44
2026-01-10 06: 30: 21,108.37,400,DAY,6.42
2026-01-10 06: 30: 21,108.55,1161,DAY,5.21
2026-01-10 06: 30: 21,108.89,2389,DAY,4.8
2026-01-10 06: 30: 21,108.76,9128,DAY,4.65
2026-01-10 06: 30: 22,108.87,11597,DAY,5.07
2026-01-10 06: 30: 22,108.81,10030,DAY,5.1
2026-01-10 06: 30: 22,108.91,8253,DAY,9.38
2026-01-10 06: 30: 22,108.98,6537,DAY,5.31
2026-01-10 06: 30: 22,109.02,7084,DAY,7.32
2026-01-10 06: 30: 22,109.04,8074,DAY,9.38
2026-01-10 06: 30: 23,109.03,635,DAY,4.86
2026-01-10 06: 30: 23,109.22,6694,DAY,5.96
2026-01-10 06: 30: 23,109.25,2742,DAY,5.2
2026-01-10 06: 30: 23,109.57,5777,DAY,5.23
2026-01-10 06: 30: 23,109.57,619,DAY,7.11
2026-01-10 06: 30: 23,109.28,5254,DAY,5.28
2026-01-10 06: 30: 24,109.27,1989,DAY,5.74
2026-01-10 06: 30: 24,109.23,1166,DAY,5.02
2026-01-10 06: 30: 24,109.48,5525,DAY,4.42
2026-01-10 06: 30: 24,109.69,4856,DAY,4.76
2026-01-10 06: 30: 24,109.8,6867,DAY,5.61
2026-01-10 06: 30: 25,109.85,4407,DAY,9.12
2026-01-10 06: 30: 25,109.94,5597,DAY,6.36
2026-01-10 06: 30: 25,110.33,4101,DAY,6.42
2026-01-10 06: 30: 25,110.54,3342,DAY,8.39
2026-01-10 06: 30: 25,110.74,4935,DAY,5.89
2026-01-10 06: 30: 25,110.41,8940,DAY,5.52
2026-01-10 06: 30: 26,109.97,5196,DAY,4.59
2026-01-10 06: 30: 26,109.97,10610,DAY,4.9
2026-01-10 06: 30: 26,109.94,7886,DAY,4.43
2026-01-10 06: 30: 26,110.17,2187,DAY,5.76
2026-01-10 06: 30: 26,110.14,4672,DAY,9.21
2026-01-10 06: 30: 26,109.94,3713,DAY,5.46
2026-01-10 06: 30: 27,109.84,2375,DAY,4.78
2026-01-10 06: 30: 27,109.94,8558,DAY,5.48
2026-01-10 06: 30: 27,110.33,6471,DAY,5.22
2026-01-10 06: 30: 27,110.3,7853,DAY,6.48
2026-01-10 06: 30: 27,110.1,6239,DAY,8.09
2026-01-10 06: 30: 28,110.17,2308,DAY,5.71
2026-01-10 06: 30: 28,110.28,10838,DAY,7.89
2026-01-10 06: 30: 28,110.39,4742,DAY,6.18
2026-01-10 06: 30: 28,110.46,9550,DAY,5.68
2026-01-10 06: 30: 28,110.31,7857,DAY,6.36
2026-01-10 06: 30: 28,110.42,6564,DAY,8.81
2026-01-10 06: 30: 28,110.44,2706,DAY,5.91
2026-01-10 06: 30: 29,110.54,12290,DAY,4.84
2026-01-10 06: 30: 29,110.39,10421,DAY,4.73
2026-01-10 06: 30: 29,110.44,9493,DAY,4.09
2026-01-10 06: 30: 29,110.63,7225,DAY,4.82
2026-01-10 06: 30: 30,110.62,9804,DAY,4.33
2026-01-10 06: 30: 30,110.73,8927,DAY,4.06
2026-01-10 06: 30: 30,110.75,6439,DAY,3.22
2026-01-10 06: 30: 30,110.96,8918,DAY,4.71
2026-01-10 06: 30: 30,110.79,7589,DAY,6.94
2026-01-10 06: 30: 31,110.66,4510,DAY,3.15
2026-01-10 06: 30: 31,110.37,5082,DAY,9.65
2026-01-10 06: 30: 31,110.31,4487,DAY,4.58
2026-01-10 06: 30: 31,110.28,5944,DAY,5.98
2026-01-10 06: 30: 31,110.39,5448,DAY,5.54
2026-01-10 06: 30: 32,110.51,4788,DAY,4.9
2026-01-10 06: 30: 32,110.69,6936,DAY,8.68
2026-01-10 06: 30: 32,110.66,7075,DAY,6.55
2026-01-10 06: 30: 32,110.7,5732,DAY,5.31
2026-01-10 06: 30: 32,111.02,3495,DAY,2.39
2026-01-10 06: 30: 33,111.4,8560,DAY,2.38
2026-01-10 06: 30: 33,111.79,7384,DAY,3.64
2026-01-10 06: 30: 34,112.06,4185,DAY,2.07
2026-01-10 06: 30: 34,112.04,2834,DAY,1.54
2026-01-10 06: 30: 35,110.97,11111,DAY,2.58
2026-01-10 06: 30: 35,110.73,11192,DAY,3.47
2026-01-10 06: 30: 35,110.47,9320,DAY,3.1
2026-01-10 06: 30: 36,110.62,9863,DAY,4.14
2026-01-10 06: 30: 36,110.72,2899,DAY,4.15
2026-01-10 06: 30: 36,110.91,8954,DAY,4.42
2026-01-10 06: 30: 36,111.16,3935,DAY,4.83
2026-01-10 06: 30: 36,111.26,6998,DAY,4.44
2026-01-10 06: 30: 37,111.48,6158,DAY,4.58
2026-01-10 06: 30: 37,111.72,8634,DAY,5.2
2026-01-10 06: 30: 37,111.75,2506,DAY,4.85
2026-01-10 06: 30: 37,111.98,9654,DAY,4.47
2026-01-10 06: 30: 38,112.24,5344,DAY,4.04
2026-01-10 06: 30: 38,112.03,9149,DAY,4.47
2026-01-10 06: 30: 38,112.51,8751,DAY,4.46
2026-01-10 06: 30: 38,112.64,6398,DAY,2.72
2026-01-10 06: 30: 39,112.88,4295,DAY,3.77
2026-01-10 06: 30: 39,112.82,4735,DAY,4.6
2026-01-10 06: 30: 39,112.93,5619,DAY,3.29
2026-01-10 06: 30: 39,113.04,3083,DAY,3.43
2026-01-10 06: 30: 40,112.93,7210,DAY,4.5
2026-01-10 06: 30: 40,113.04,4369,DAY,4.8
2026-01-10 06: 30: 40,112.96,6000,DAY,4.52
2026-01-10 06: 30: 40,112.65,10482,DAY,4.5
2026-01-10 06: 30: 41,112.49,9526,DAY,3.88
2026-01-10 06: 30: 41,112.16,8630,DAY,4.58
2026-01-10 06: 30: 41,112.2,7643,DAY,4.76
2026-01-10 06: 30: 41,112.39,5487,DAY,4.13
2026-01-10 06: 30: 41,112.62,5364,DAY,4.24
2026-01-10 06: 30: 42,112.69,2657,DAY,3.13
2026-01-10 06: 30: 42,113.02,4697,DAY,3.5
2026-01-10 06: 30: 42,113.1,4516,DAY,5.26
2026-01-10 06: 30: 43,112.9,6450,DAY,1.78
2026-01-10 06: 30: 43,112.75,13990,DAY,2.94
2026-01-10 06: 30: 44,112.99,16960,DAY,2.4
2026-01-10 06: 30: 44,112.74,14626,DAY,3.17
2026-01-10 06: 30: 44,112.35,13820,DAY,3.46
2026-01-10 06: 30: 44,112.55,9204,DAY,3.37
2026-01-10 06: 30: 45,112.68,11491,DAY,2.44
2026-01-10 06: 30: 45,112.94,14819,DAY,4.19
2026-01-10 06: 30: 45,113.26,6882,DAY,5.81
2026-01-10 06: 30: 46,113.25,12928,DAY,5.12
2026-01-10 06: 30: 46,113.33,3552,DAY,4.58
2026-01-10 06: 30: 46,113.3,12274,DAY,3.99
2026-01-10 06: 30: 46,113.12,5523,DAY,2.86
2026-01-10 06: 30: 47,113.16,11768,DAY,1.15
2026-01-10 06: 30: 48,113.19,10393,DAY,1.07
2026-01-10 06: 30: 49,113.63,7331,DAY,2.32
2026-01-10 06: 30: 49,113.64,3420,DAY,3.9
2026-01-10 06: 30: 49,113.66,781,DAY,3.24
2026-01-10 06: 30: 49,113.72,4525,DAY,4.23
2026-01-10 06: 30: 50,113.77,159,DAY,4.9
2026-01-10 06: 30: 50,113.91,4900,DAY,4.08
2026-01-10 06: 30: 50,113.97,1813,DAY,4.76
2026-01-10 06: 30: 50,113.94,4419,DAY,4.06
2026-01-10 06: 30: 50,114.03,989,DAY,5.2
2026-01-10 06: 30: 51,114.05,2810,DAY,4.99
2026-01-10 06: 30: 51,113.97,506,DAY,8.15
2026-01-10 06: 30: 51,114.02,1384,DAY,6.02
2026-01-10 06: 30: 51,114.09,4321,DAY,4.26
2026-01-10 06: 30: 51,114.17,6505,DAY,5.21
2026-01-10 06: 30: 52,114.38,3870,DAY,5.61
2026-01-10 06: 30: 52,114.2,7131,DAY,3.82
2026-01-10 06: 30: 52,114.41,5421,DAY,3.05
2026-01-10 06: 30: 52,114.5,5629,DAY,4.36
2026-01-10 06: 30: 52,114.51,5792,DAY,9.29
2026-01-10 06: 30: 53,114.53,363,DAY,4.68
2026-01-10 06: 30: 53,114.7,2570,DAY,5.89
2026-01-10 06: 30: 53,114.94,5019,DAY,4.29
2026-01-10 06: 30: 53,115.18,6194,DAY,5.24
2026-01-10 06: 30: 54,115.38,4902,DAY,3.49
2026-01-10 06: 30: 54,116.13,7786,DAY,4.99
2026-01-10 06: 30: 54,116.36,5653,DAY,5.33
2026-01-10 06: 30: 54,115.85,10882,DAY,3.88
2026-01-10 06: 30: 54,115.54,13775,DAY,5.31
2026-01-10 06: 30: 55,115.5,8935,DAY,4.9
2026-01-10 06: 30: 55,115.72,11241,DAY,4.38
2026-01-10 06: 30: 55,115.69,6581,DAY,4.43
2026-01-10 06: 30: 55,115.74,7515,DAY,5.96
2026-01-10 06: 30: 55,115.67,6694,DAY,4.5
2026-01-10 06: 30: 56,115.69,9723,DAY,4.71
2026-01-10 06: 30: 56,115.71,8362,DAY,4.87
2026-01-10 06: 30: 56,115.56,6024,DAY,3.89
2026-01-10 06: 30: 56,115.62,7793,DAY,3.75
2026-01-10 06: 30: 57,115.61,10412,DAY,4.74
2026-01-10 06: 30: 57,115.55,9421,DAY,4.5
2026-01-10 06: 30: 57,116.05,7532,DAY,3.38
2026-01-10 06: 30: 57,116.26,13792,DAY,7.6
2026-01-10 06: 30: 58,116.03,11534,DAY,2.44
2026-01-10 06: 30: 58,116.73,13144,DAY,4.3
2026-01-10 06: 30: 58,117.08,6419,DAY,5.29
2026-01-10 06: 30: 58,116.92,4153,DAY,5.37
2026-01-10 06: 30: 58,116.66,7102,DAY,4.76
2026-01-10 06: 30: 59,116.28,5044,DAY,6.13
2026-01-10 06: 30: 59,116.03,7523,DAY,9.38
2026-01-10 06: 30: 59,116.03,0,DAY,5.88
2026-01-10 06: 30: 59,115.79,6883,DAY,5.91
2026-01-10 06: 30: 59,115.82,3310,DAY,9.56
2026-01-10 06: 30: 59,115.64,4134,DAY,5.23
2026-01-10 06: 31: 00,115.5,3289,DAY,4.06
2026-01-10 06: 31: 00,115.73,8658,DAY,4.92
2026-01-10 06: 31: 00,115.77,2605,DAY,5.76
2026-01-10 06: 31: 00,115.8,8459,DAY,5.55
2026-01-10 06: 31: 00,115.9,1522,DAY,4.92
2026-01-10 06: 31: 01,116.3,8524,DAY,8.5
2026-01-10 06: 31: 01,116.42,3986,DAY,5.63
2026-01-10 06: 31: 01,116.42,1867,DAY,5.95
2026-01-10 06: 31: 01,116.43,8232,DAY,4.38
2026-01-10 06: 31: 01,116.65,2872,DAY,3.67
2026-01-10 06: 31: 02,116.7,8104,DAY,3.04
2026-01-10 06: 31: 02,116.73,8465,DAY,4.52
2026-01-10 06: 31: 02,116.72,1418,DAY,8.96
2026-01-10 06: 31: 02,116.76,4984,DAY,6.36
2026-01-10 06: 31: 02,116.68,3563,DAY,5.07
2026-01-10 06: 31: 03,116.75,1079,DAY,4.56
2026-01-10 06: 31: 03,116.76,6748,DAY,7.6
2026-01-10 06: 31: 03,116.75,2430,DAY,6.38
2026-01-10 06: 31: 03,116.75,4020,DAY,4.9
2026-01-10 06: 31: 03,116.8,800,DAY,5.26
2026-01-10 06: 31: 03,116.93,3557,DAY,5.84
2026-01-10 06: 31: 04,116.93,1806,DAY,10.04
2026-01-10 06: 31: 04,116.94,408,DAY,5.75
2026-01-10 06: 31: 04,116.99,2117,DAY,5.94
2026-01-10 06: 31: 04,117.08,1899,DAY,5.54
2026-01-10 06: 31: 04,117.08,558,DAY,8.61
2026-01-10 06: 31: 04,117.19,923,DAY,5.23
2026-01-10 06: 31: 05,117.15,89,DAY,7.16
2026-01-10 06: 31: 05,117.17,74,DAY,9.75
2026-01-10 06: 31: 05,117.22,1398,DAY,6.32
2026-01-10 06: 31: 05,117.29,436,DAY,3.87
2026-01-10 06: 31: 05,117.3,4794,DAY,4.78
2026-01-10 06: 31: 06,117.34,2751,DAY,2.8
2026-01-10 06: 31: 06,117.45,941,DAY,9.12
2026-01-10 06: 31: 06,117.64,674,DAY,4.97
2026-01-10 06: 31: 06,117.73,1559,DAY,5.64
2026-01-10 06: 31: 06,117.79,1596,DAY,6.3
2026-01-10 06: 31: 06,117.88,2995,DAY,4.48
2026-01-10 06: 31: 08,118.01,324,DAY,0.66
2026-01-10 06: 31: 08,118.09,974,DAY,2.18
2026-01-10 06: 31: 09,119.44,4959,DAY,1.92
2026-01-10 06: 31: 09,119.12,7553,DAY,2.5
2026-01-10 06: 31: 10,119.18,10455,DAY,2.48
2026-01-10 06: 31: 10,119.22,10949,DAY,1.73
2026-01-10 06: 31: 11,119.58,7250,DAY,3.15
2026-01-10 06: 31: 11,120.1,4532,DAY,2.59
2026-01-10 06: 31: 11,120.22,8117,DAY,2.33
2026-01-10 06: 31: 12,120.29,4719,DAY,1.54
2026-01-10 06: 31: 13,114.69,1762,DAY,2.02
2026-01-10 06: 31: 14,114.74,3239,DAY,0.97
2026-01-10 06: 31: 14,114.51,4760,DAY,2.43
2026-01-10 06: 31: 14,114.83,2627,DAY,3.34
2026-01-10 06: 31: 15,115.07,1300,DAY,2.56
2026-01-10 06: 31: 15,115.17,5207,DAY,2.64
2026-01-10 06: 31: 15,115.33,3518,DAY,3.15
2026-01-10 06: 31: 16,115.45,3425,DAY,2.62
2026-01-10 06: 31: 16,114.57,4647,DAY,2.42
2026-01-10 06: 31: 17,113.54,9767,DAY,3.59
2026-01-10 06: 31: 17,111.72,10916,DAY,2.26
2026-01-10 06: 31: 17,109.76,8069,DAY,2.99
2026-01-10 06: 31: 18,109.33,3341,DAY,3.33
2026-01-10 06: 31: 18,110.76,6140,DAY,2.25
2026-01-10 06: 31: 18,112.68,7581,DAY,3.01
2026-01-10 06: 31: 19,114.15,5666,DAY,3.69
2026-01-10 06: 31: 19,114.53,1384,DAY,2.69
2026-01-10 06: 31: 19,115.57,3445,DAY,3.25
2026-01-10 06: 31: 20,115.84,2919,DAY,5.33
2026-01-10 06: 31: 20,116.06,5371,DAY,3.99
2026-01-10 06: 31: 20,116.15,4239,DAY,2.68
2026-01-10 06: 31: 21,116.07,9149,DAY,2.31
2026-01-10 06: 31: 21,115.73,10423,DAY,3.93
2026-01-10 06: 31: 21,115.91,7977,DAY,3.9
2026-01-10 06: 31: 21,116.13,5808,DAY,5.02
2026-01-10 06: 31: 22,116.15,3821,DAY,2.32
2026-01-10 06: 31: 22,116.58,11781,DAY,2.51
2026-01-10 06: 31: 22,116.25,11519,DAY,3.97
2026-01-10 06: 31: 23,115.96,8902,DAY,4.32
2026-01-10 06: 31: 23,115.71,10971,DAY,2.7
2026-01-10 06: 31: 23,115.01,7836,DAY,2.38
2026-01-10 06: 31: 24,114.85,2218,DAY,3.96
2026-01-10 06: 31: 25,115.33,1399,DAY,0.89
2026-01-10 06: 31: 26,116.48,2476,DAY,1.19
2026-01-10 06: 31: 26,117.52,5702,DAY,2.51
2026-01-10 06: 31: 26,117.68,2686,DAY,3.78
2026-01-10 06: 31: 26,117.67,1868,DAY,4.54
2026-01-10 06: 31: 27,117.68,6097,DAY,3.19
2026-01-10 06: 31: 27,117.68,5574,DAY,3.29
2026-01-10 06: 31: 28,117.36,3989,DAY,2.29
2026-01-10 06: 31: 28,116.62,2864,DAY,2.86
2026-01-10 06: 31: 28,116.41,1271,DAY,2.27
2026-01-10 06: 31: 29,116.51,3843,DAY,2.17
2026-01-10 06: 31: 29,117.07,6889,DAY,3.9
2026-01-10 06: 31: 29,116.92,4464,DAY,2.89
2026-01-10 06: 31: 30,115.59,11778,DAY,3.7
2026-01-10 06: 31: 30,114.4,12028,DAY,3.48
2026-01-10 06: 31: 30,114.23,13786,DAY,2.72
2026-01-10 06: 31: 31,113.96,9935,DAY,2.6
2026-01-10 06: 31: 31,113.56,2267,DAY,1.33
2026-01-10 06: 31: 32,113.1,3116,DAY,1.6
2026-01-10 06: 31: 33,113.43,1876,DAY,2.22
2026-01-10 06: 31: 33,113.5,916,DAY,2.38
2026-01-10 06: 31: 33,113.45,1323,DAY,2.64
2026-01-10 06: 31: 34,113.1,2026,DAY,3.24
2026-01-10 06: 31: 34,113.07,885,DAY,2.54
2026-01-10 06: 31: 34,112.89,892,DAY,2.4
2026-01-10 06: 31: 35,113.13,1534,DAY,2.58
2026-01-10 06: 31: 35,114.13,2176,DAY,1.96
2026-01-10 06: 31: 36,117.45,6771,DAY,1.61
2026-01-10 06: 31: 36,118.15,1543,DAY,2.16
2026-01-10 06: 31: 38,118.33,115,DAY,0.94
2026-01-10 06: 31: 40,118.63,569,DAY,0.4
2026-01-10 06: 31: 41,120.17,7380,DAY,1.15
2026-01-10 06: 31: 42,120.48,1761,DAY,1.79
2026-01-10 06: 31: 42,109.9,21559,DAY,1.58
2026-01-10 06: 31: 43,105.02,37617,DAY,1.64
2026-01-10 06: 31: 43,107.94,47652,DAY,1.54
2026-01-10 06: 31: 44,105.0,30661,DAY,2.39
2026-01-10 06: 31: 44,99.5,24466,DAY,1.38
2026-01-10 06: 31: 46,79.83,90888,DAY,0.58
2026-01-10 06: 31: 46,105.06,93705,DAY,3.85
2026-01-10 06: 31: 47,131.85,85101,DAY,4.08
2026-01-10 06: 31: 47,131.51,12129,DAY,4.54
2026-01-10 06: 31: 47,130.42,3436,DAY,9.73
2026-01-10 06: 31: 47,130.59,2439,DAY,11.53
2026-01-10 06: 31: 47,130.45,1189,DAY,13.08
2026-01-10 06: 31: 47,130.62,3305,DAY,10.51
2026-01-10 06: 31: 47,130.62,0,DAY,10.39
2026-01-10 06: 31: 47,130.56,4925,DAY,10.24
2026-01-10 06: 31: 48,130.57,5676,DAY,8.01
2026-01-10 06: 31: 48,138.38,12708,DAY,11.85
2026-01-10 06: 31: 48,137.82,3561,DAY,7.43
2026-01-10 06: 31: 48,138.06,5753,DAY,12.09
2026-01-10 06: 31: 48,138.06,0,DAY,6.34
2026-01-10 06: 31: 48,138.85,6876,DAY,10.5
2026-01-10 06: 31: 48,138.85,0,DAY,12.27
2026-01-10 06: 31: 48,138.88,1140,DAY,12.81
2026-01-10 06: 31: 48,138.74,1645,DAY,11.28
2026-01-10 06: 31: 48,138.68,921,DAY,11.21
2026-01-10 06: 31: 49,138.68,0,DAY,7.99
2026-01-10 06: 31: 49,138.54,3458,DAY,9.69
2026-01-10 06: 31: 49,138.57,2070,DAY,12.73
2026-01-10 06: 31: 49,139.18,76,DAY,7.0
2026-01-10 06: 31: 49,139.36,1446,DAY,11.01
2026-01-10 06: 31: 49,139.45,1151,DAY,7.86
2026-01-10 06: 31: 49,139.81,4378,DAY,12.1
2026-01-10 06: 31: 49,139.83,7566,DAY,9.76
2026-01-10 06: 31: 49,139.83,0,DAY,12.55
2026-01-10 06: 31: 49,139.41,7874,DAY,12.58
2026-01-10 06: 31: 50,139.29,4309,DAY,10.22
2026-01-10 06: 31: 50,138.67,6196,DAY,11.03
2026-01-10 06: 31: 50,138.67,0,DAY,13.62
2026-01-10 06: 31: 50,138.7,3170,DAY,9.18
2026-01-10 06: 31: 50,139.5,9437,DAY,12.06
2026-01-10 06: 31: 50,140.31,5802,DAY,8.21
2026-01-10 06: 31: 50,140.98,11807,DAY,9.81
2026-01-10 06: 31: 50,141.09,12502,DAY,9.73
2026-01-10 06: 31: 50,141.09,0,DAY,9.81
2026-01-10 06: 31: 50,141.34,8913,DAY,10.93
2026-01-10 06: 31: 51,141.53,4041,DAY,9.42
2026-01-10 06: 31: 51,141.26,2873,DAY,11.94
2026-01-10 06: 31: 51,140.44,9080,DAY,13.26
2026-01-10 06: 31: 51,140.44,0,DAY,8.81
2026-01-10 06: 31: 51,140.95,10401,DAY,14.4
2026-01-10 06: 31: 51,142.17,7585,DAY,11.46
2026-01-10 06: 31: 51,144.95,5406,DAY,9.93
2026-01-10 06: 31: 51,144.46,7251,DAY,12.92
2026-01-10 06: 31: 51,144.46,0,DAY,10.56
2026-01-10 06: 31: 51,143.32,3040,DAY,10.23
2026-01-10 06: 31: 51,142.87,644,DAY,9.91
2026-01-10 06: 31: 52,142.26,1658,DAY,10.36
2026-01-10 06: 31: 52,141.86,418,DAY,11.81
2026-01-10 06: 31: 52,141.86,0,DAY,8.64
2026-01-10 06: 31: 52,141.7,2038,DAY,10.36
2026-01-10 06: 31: 52,141.76,4294,DAY,12.68
2026-01-10 06: 31: 52,141.74,1461,DAY,8.35
2026-01-10 06: 31: 52,141.55,3445,DAY,11.53
2026-01-10 06: 31: 52,141.55,0,DAY,7.65
2026-01-10 06: 31: 52,143.99,3943,DAY,10.05
2026-01-10 06: 31: 53,143.69,2792,DAY,7.43
2026-01-10 06: 31: 53,143.88,880,DAY,6.34
2026-01-10 06: 31: 53,144.31,1877,DAY,8.39
2026-01-10 06: 31: 53,144.87,6649,DAY,12.32
2026-01-10 06: 31: 53,145.3,8124,DAY,8.56
2026-01-10 06: 31: 53,145.33,5387,DAY,13.6
2026-01-10 06: 31: 53,145.33,955,DAY,11.31
2026-01-10 06: 31: 53,145.33,0,DAY,8.87
2026-01-10 06: 31: 53,145.54,2392,DAY,11.96
2026-01-10 06: 31: 53,145.43,5233,DAY,9.53
2026-01-10 06: 31: 54,145.25,6333,DAY,13.42
2026-01-10 06: 31: 54,145.12,3791,DAY,11.21
2026-01-10 06: 31: 54,145.12,0,DAY,8.86
2026-01-10 06: 31: 54,144.89,6092,DAY,12.95
2026-01-10 06: 31: 54,144.55,3446,DAY,7.2
2026-01-10 06: 31: 54,144.49,1466,DAY,10.07
2026-01-10 06: 31: 54,144.8,3971,DAY,6.14
2026-01-10 06: 31: 54,145.22,5975,DAY,10.71
2026-01-10 06: 31: 54,145.46,3206,DAY,9.38
2026-01-10 06: 31: 55,146.23,5882,DAY,10.72
2026-01-10 06: 31: 55,147.02,3787,DAY,9.99
2026-01-10 06: 31: 55,147.02,0,DAY,11.08
2026-01-10 06: 31: 55,147.13,3315,DAY,11.71
2026-01-10 06: 31: 55,147.07,1824,DAY,7.99
2026-01-10 06: 31: 55,146.95,2093,DAY,11.72
2026-01-10 06: 31: 55,146.93,776,DAY,10.44
2026-01-10 06: 31: 55,145.6,4605,DAY,10.06
2026-01-10 06: 31: 55,145.6,0,DAY,10.92
2026-01-10 06: 31: 55,143.58,7459,DAY,9.18
2026-01-10 06: 31: 55,144.14,12113,DAY,11.58
2026-01-10 06: 31: 56,144.91,7519,DAY,9.35
2026-01-10 06: 31: 56,145.62,12003,DAY,8.96
2026-01-10 06: 31: 56,144.76,3435,DAY,10.72
2026-01-10 06: 31: 56,144.76,0,DAY,10.12
2026-01-10 06: 31: 56,143.87,3596,DAY,13.7
2026-01-10 06: 31: 56,143.46,1111,DAY,9.72
2026-01-10 06: 31: 56,142.97,147,DAY,10.68
2026-01-10 06: 31: 56,142.97,0,DAY,13.06
2026-01-10 06: 31: 56,142.85,1592,DAY,10.08
2026-01-10 06: 31: 56,142.38,719,DAY,11.75
2026-01-10 06: 31: 57,142.21,0,DAY,7.49
2026-01-10 06: 31: 57,142.19,643,DAY,14.22
2026-01-10 06: 31: 57,142.19,0,DAY,12.99
2026-01-10 06: 31: 57,142.42,834,DAY,9.5
2026-01-10 06: 31: 57,142.65,24,DAY,7.63
2026-01-10 06: 31: 57,143.08,359,DAY,10.62
2026-01-10 06: 31: 57,143.44,116,DAY,9.47
2026-01-10 06: 31: 57,143.51,0,DAY,12.57
2026-01-10 06: 31: 57,143.51,0,DAY,7.54
2026-01-10 06: 31: 57,143.58,0,DAY,14.22
2026-01-10 06: 31: 58,143.58,7,DAY,9.07
2026-01-10 06: 31: 58,143.55,9,DAY,11.27
2026-01-10 06: 31: 58,143.59,0,DAY,5.79
2026-01-10 06: 31: 58,143.72,1204,DAY,11.15
2026-01-10 06: 31: 58,146.83,64,DAY,4.75
2026-01-10 06: 31: 58,146.14,129,DAY,4.49
2026-01-10 06: 31: 58,146.43,158,DAY,11.4
2026-01-10 06: 31: 59,146.43,0,DAY,5.9
2026-01-10 06: 31: 59,146.53,25,DAY,4.5
2026-01-10 06: 31: 59,146.8,422,DAY,11.2
2026-01-10 06: 31: 59,146.73,0,DAY,7.27
2026-01-10 06: 31: 59,146.99,265,DAY,9.12
2026-01-10 06: 31: 59,147.42,267,DAY,10.12
2026-01-10 06: 31: 59,148.18,0,DAY,11.75
2026-01-10 06: 31: 59,148.18,0,DAY,11.05
2026-01-10 06: 31: 59,148.85,446,DAY,10.6
2026-01-10 06: 32: 00,148.98,0,DAY,11.15
2026-01-10 06: 32: 00,148.1,20,DAY,10.84
2026-01-10 06: 32: 00,148.1,0,DAY,9.25
2026-01-10 06: 32: 00,147.83,148,DAY,7.77
2026-01-10 06: 32: 00,147.69,279,DAY,12.2
2026-01-10 06: 32: 00,147.82,791,DAY,10.43
